uuid,name,brand,street,house_number,post_code,city,latitude,longitude,cluster_20,cluster_25,cluster_30,cluster_35,cluster_40
68fde088-9a72-4887-bab3-9cd82a001dc7,Aral Tankstelle,ARAL,Tegernseer Landstraße,174,81539,München,48.1077423,11.5795317,3.0,5.0,5.0,6.0,6
9ae83fef-f6ca-44e8-9cbd-1fee129a1686,AVIA Tankstelle,AVIA,Thalhauser Straße,44,85354,Freising,48.39981,11.730195,,,,12.0,16
a34a8781-33c1-40b4-85a1-5e2645248f24,Aral Tankstelle,ARAL,Johann-G.-Gutenbergstraße,1,82140,Olching,48.1993027,11.3348866,2.0,1.0,2.0,5.0,5
bcef8473-305c-4617-aa90-a87a459786ee,München Freisinger Landstrasse 26,OMV,Freisinger Landstr.,26,80939,München,48.19113,11.62036,2.0,4.0,4.0,5.0,5
e50c6d10-4349-434d-b2db-a092099831eb,FTO-Freie Tankstelle Oliv Wolfratshausen,,Hans-Urmiller-Ring,21,82515,Wolfratshausen,47.903821,11.425926,,,22.0,13.0,7
e8c48b48-5ec2-4795-96e9-95391c371c24,Holzkirchen Maitz 3,OMV,Maitz,3,83607,Holzkirchen,47.88855,11.68485,,,0.0,0.0,8
51d4b535-a095-1aa0-e100-80009459e03a,JET MUENCHEN HEIDEMANNSTR. 40,JET,HEIDEMANNSTR. 40,,80939,MUENCHEN,48.2011,11.5898,2.0,4.0,4.0,5.0,5
f19f6aec-ab83-4c6e-93c3-9b68329e3f6a,Fürholzen,OMV,Ausfahrt Fürholzen,A 9,85376,Fürholzen,48.33577,11.61124,,7.0,16.0,22.0,23
00060437-0001-4444-8888-acdc00000001,KFZService Schneider & Mahl/Easy Sprit,Easy Sprit,Münchner Strasse,21,82278,Althegnenberg,48.234310150146,11.070441246033,,,,,0
0a232eef-5e75-4a2b-a0b0-d31e1883e29f,"MUENCHEN, BODENSEESTR.",Shell,BODENSEESTR. 40,,81243,MUENCHEN,48.146904,11.451424,2.0,4.0,4.0,5.0,5
2e42747d-1be1-472a-4fc5-d3073ad7d533,Freie Tankstelle Endrass,freie Tankstelle Endrass,Kistlerhofstr.,259,81379,München,48.094091,11.505642,5.0,8.0,7.0,9.0,13
51d4b41e-a095-1aa0-e100-80009459e03a,Supermarkt-Tankstelle ECHING HEISENBERGSTR. 3,Supermarkt-Tankstelle,HEISENBERGSTR. 3,,85386,ECHING,48.3032,11.6313,7.0,10.0,9.0,12.0,16
51d4b49a-a095-1aa0-e100-80009459e03a,JET MUENCHEN FRANKFURTER RING 241,JET,FRANKFURTER RING 241,,80807,MUENCHEN,48.1867,11.6066,2.0,4.0,4.0,5.0,5
51d4b676-a095-1aa0-e100-80009459e03a,JET MUENCHEN FUERSTENRIEDER STR. 207,JET,FUERSTENRIEDER STR. 207,,81377,MUENCHEN,48.1176,11.5028,2.0,4.0,4.0,5.0,5
26d1059f-e9f0-4911-8474-9693f76a6fec,MUENCHEN - IMPLER STR. 21,Agip,Impler Str.,21,81371,Muenchen,48.122377853127,11.548642150647,3.0,0.0,0.0,0.0,0
51d4b443-a095-1aa0-e100-80009459e03a,JET MUENCHEN LANDSBERGER STR. 184,JET,LANDSBERGER STR. 184,,80687,MUENCHEN,48.1411,11.5226,2.0,4.0,4.0,5.0,5
9d296741-8247-4a5f-be34-4aafe9e36a2c,AVIA Tankstelle,AVIA Xpress,Augsburger Straße,1,82278,Althegnenberg,48.234463,11.062729,,,,,0
00041450-0002-4444-8888-acdc00000002,NeebTank,,Lochhamer Schlag,13,82166,Gräfelfing,48.121894836426,11.451392173767,0.0,0.0,0.0,0.0,0
00060389-0002-4444-8888-acdc00000002,Seitz Tankstelle Weichs,Seitz Tankstellen,Münchner Straße,19,85258,Weichs,48.378456115723,11.410413742065,,,1.0,1.0,1
00060399-0001-4444-8888-acdc00000001,Tankstelle Gartner,,Zinneberger St,11,85625,Glonn,47.988662719727,11.874496459961,,,0.0,1.0,1
00061055-0003-4444-8888-acdc00000003,S-Tank GmbH,S-TANK Langenpettenbach,Schrobenhauserstraße,1,85229,Langenpettenbach,48.380958557129,11.353256225586,,,,0.0,1
0186b46d-eeba-4a5a-8982-76be5acf8dee,Bavaria Petrol,Bavaria Petrol,Eugen-Sänger-Ring,1,85649,Brunnthal,48.0430336,11.6643181,0.0,0.0,0.0,0.0,0
19275bf1-8186-47d8-b5eb-261431afaced,Esso Tankstelle,ESSO,SCHLOSSSTR. 161 A, ,82140,OLCHING,48.198251,11.301376,,1.0,2.0,2.0,2
05b4fbb3-13d8-4641-a461-543901e25b29,"MUENCHEN, TEGERNSEER LANDSTR.",Shell,TEGERNSEER LANDSTR. 181,,81539,MUENCHEN,48.107649,11.580246,3.0,5.0,5.0,6.0,6
2ba871b9-634a-4b92-9b5c-5c3efda57077,ALLGUTH GmbH  c/o Tank & Bistro GmbH,ALLGUTH,Fürstenrieder Straße,210,81377,München,48.12108,11.50224,2.0,8.0,7.0,9.0,13
345b76b2-e4f6-4914-a3c8-0d1e29a082b5,ALLGUTH GmbH  c/o Mathias Gebhard e.K.,ALLGUTH,Dieselstraße,4,85716,Unterschleißheim,48.281574,11.5723295,6.0,9.0,8.0,11.0,15
42ddd4e2-9c2e-41d5-b441-eb9f54259535,Fürstenfeldbruck Münchner Strasse 30,Avanti,Münchner Str.,30,82256,Fürstenfeldbruck,48.17659,11.25996,,1.0,2.0,2.0,2
47b6c7c4-65fe-4ad5-8aab-3969e53a084c,MÜNCHEN - BOSCHETSRIEDER STR. 162,Agip,Boschetsrieder Str.,162,81379,München,48.099,11.50711,5.0,8.0,7.0,9.0,13
48500bf0-4e43-4c10-958b-5bb9eb17fb62,MUENCHEN - COSIMASTRASSE 234,Agip,Cosimastrasse,234,81927,Muenchen,48.17227843144,11.636868397327,3.0,5.0,5.0,6.0,6
51810dfd-e107-4f6a-5fb5-8e6b5f099bb3,SÜD-TREIBSTOFF TANKSTELLE,freie Tankstelle,Schönstraße,15,81543,München,48.110357,11.567889,9.0,11.0,12.0,16.0,18
51d4b65d-a095-1aa0-e100-80009459e03a,JET ERDING ALTE ROEMERSTR. 17,JET,ALTE ROEMERSTR. 17,,85435,ERDING,48.3115,11.9195,,,,7.0,9
51d4b6b2-a095-1aa0-e100-80009459e03a,JET MAISACH GERTRAUD-KOELBL-STR. 2,JET,GERTRAUD-KOELBL-STR. 2,,82216,MAISACH,48.217339,11.265664,,1.0,2.0,2.0,2
51d4b6bd-a095-1aa0-e100-80009459e03a,JET OLCHING GEISELBULLACHER STR. 1,JET,GEISELBULLACHER STR. 1,,82140,OLCHING,48.2233,11.3368,,13.0,14.0,18.0,2
64cc4dd1-1473-4404-83e8-bb816df582c9,Gruber Ottobrunn,Gruber Freie Tankstelle,Rosenheimer Landstraße,50,85521,Ottobrunn,48.063716,11.661821,11.0,14.0,17.0,24.0,25
8d3f8ec1-95ba-42bc-9c9a-79432c2695e3,Aral Tankstelle,ARAL,Richard Strauss-Straße,70,81679,München,48.1457176,11.6163387,3.0,5.0,5.0,6.0,6
900fc4ef-a973-4baf-981d-ab86b0c199c2,UNTERSCHLEIßHEIM - BEZIRKSSTRAßE,Agip,Bezirksstraße,29,85716,Unterschleißheim,48.281759548411,11.575788998547,7.0,10.0,9.0,12.0,16
90295382-9fae-42c2-b84d-1bfac2545fb5,MAITENBETH - THAL 11,Agip,Thal,11,83558,Maitenbeth-Thal,48.152753252935,12.089514664894,,,,,0
d3ef2892-11b5-4032-adf9-13cf2206f726,Anzing Münchner Strasse 11,OMV,Münchner Str.,11,85646,Anzing,48.15124,11.85108,,6.0,6.0,8.0,10
e42c4d80-1f3d-4456-9a28-1d0a665e09fb,Aral Tankstelle,ARAL,Alte Römerstraße,50,85221,Dachau,48.2596855,11.4699373,2.0,4.0,4.0,5.0,5
